STATE_ABBREV,source_fips,target_fips,weight,source_name,target_name
IL,17193,17025,0.5,White County,Clay County
IL,17193,17045,0.5,White County,Edgar County
IL,17193,17079,0.5,White County,Jasper County
IL,17193,17107,0.5,White County,Logan County
IL,17193,17179,0.5,White County,Tazewell County
IL,17193,17191,0.5,White County,Wayne County
IL,17199,17025,0.5,Williamson County,Clay County
IL,17199,17045,0.5,Williamson County,Edgar County
IL,17199,17079,0.5,Williamson County,Jasper County
IL,17199,17107,0.5,Williamson County,Logan County
IL,17199,17179,0.5,Williamson County,Tazewell County
IL,17199,17191,0.5,Williamson County,Wayne County
IL,17201,17025,0.5,Winnebago County,Clay County
IL,17201,17045,0.5,Winnebago County,Edgar County
IL,17201,17079,0.5,Winnebago County,Jasper County
IL,17201,17107,0.5,Winnebago County,Logan County
IL,17201,17179,0.5,Winnebago County,Tazewell County
IL,17201,17191,0.5,Winnebago County,Wayne County
IL,17025,17023,0.5,Clay County,Clark County
IL,17025,17127,0.5,Clay County,Massac County
IL,17025,17133,0.5,Clay County,Monroe County
IL,17025,17143,0.5,Clay County,Peoria County
IL,17025,17153,0.5,Clay County,Pulaski County
IL,17045,17023,0.5,Edgar County,Clark County
IL,17045,17127,0.5,Edgar County,Massac County
IL,17045,17133,0.5,Edgar County,Monroe County
IL,17045,17143,0.5,Edgar County,Peoria County
IL,17045,17153,0.5,Edgar County,Pulaski County
IL,17107,17023,0.5,Logan County,Clark County
IL,17107,17127,0.5,Logan County,Massac County
IL,17107,17133,0.5,Logan County,Monroe County
IL,17107,17143,0.5,Logan County,Peoria County
IL,17107,17153,0.5,Logan County,Pulaski County
IL,17179,17023,0.5,Tazewell County,Clark County
IL,17179,17127,0.5,Tazewell County,Massac County
IL,17179,17133,0.5,Tazewell County,Monroe County
IL,17179,17143,0.5,Tazewell County,Peoria County
IL,17179,17153,0.5,Tazewell County,Pulaski County
IL,17191,17023,0.5,Wayne County,Clark County
IL,17191,17127,0.5,Wayne County,Massac County
IL,17191,17133,0.5,Wayne County,Monroe County
IL,17191,17143,0.5,Wayne County,Peoria County
IL,17191,17153,0.5,Wayne County,Pulaski County
IL,17025,17047,0.5,Clay County,Edwards County
IL,17045,17047,0.5,Edgar County,Edwards County
IL,17107,17047,0.5,Logan County,Edwards County
IL,17143,17047,0.5,Peoria County,Edwards County
IL,17179,17047,0.5,Tazewell County,Edwards County
IL,17191,17047,0.5,Wayne County,Edwards County
IL,17127,17039,0.5,Massac County,De Witt County
IL,17127,17105,0.5,Massac County,Livingston County
IL,17127,17161,0.5,Massac County,Rock Island County
IL,17127,17163,0.5,Massac County,Saint Clair County
IL,17127,17177,0.5,Massac County,Stephenson County
IL,17133,17039,0.5,Monroe County,De Witt County
IL,17133,17105,0.5,Monroe County,Livingston County
IL,17133,17161,0.5,Monroe County,Rock Island County
IL,17133,17163,0.5,Monroe County,Saint Clair County
IL,17133,17177,0.5,Monroe County,Stephenson County
IL,17039,17047,0.5,De Witt County,Edwards County
IL,17161,17047,0.5,Rock Island County,Edwards County
IL,17177,17047,0.5,Stephenson County,Edwards County
IL,17021,17047,0.39285714285714285,Christian County,Edwards County
IL,17055,17047,0.39285714285714285,Franklin County,Edwards County
IL,17083,17047,0.39285714285714285,Jersey County,Edwards County
IL,17021,17023,0.3333333333333333,Christian County,Clark County
IL,17021,17127,0.3333333333333333,Christian County,Massac County
IL,17021,17133,0.3333333333333333,Christian County,Monroe County
IL,17021,17153,0.3333333333333333,Christian County,Pulaski County
IL,17055,17023,0.3333333333333333,Franklin County,Clark County
IL,17055,17127,0.3333333333333333,Franklin County,Massac County
IL,17055,17133,0.3333333333333333,Franklin County,Monroe County
IL,17055,17153,0.3333333333333333,Franklin County,Pulaski County
IL,17083,17023,0.3333333333333333,Jersey County,Clark County
IL,17083,17127,0.3333333333333333,Jersey County,Massac County
IL,17083,17133,0.3333333333333333,Jersey County,Monroe County
IL,17083,17153,0.3333333333333333,Jersey County,Pulaski County
IL,17025,17091,0.3333333333333333,Clay County,Kankakee County
IL,17025,17099,0.3333333333333333,Clay County,LaSalle County
IL,17045,17091,0.3333333333333333,Edgar County,Kankakee County
IL,17045,17099,0.3333333333333333,Edgar County,LaSalle County
IL,17107,17091,0.3333333333333333,Logan County,Kankakee County
IL,17107,17099,0.3333333333333333,Logan County,LaSalle County
IL,17143,17091,0.3333333333333333,Peoria County,Kankakee County
IL,17143,17099,0.3333333333333333,Peoria County,LaSalle County
IL,17179,17091,0.3333333333333333,Tazewell County,Kankakee County
IL,17179,17099,0.3333333333333333,Tazewell County,LaSalle County
IL,17191,17091,0.3333333333333333,Wayne County,Kankakee County
IL,17191,17099,0.3333333333333333,Wayne County,LaSalle County
IL,17091,17047,0.3333333333333333,Kankakee County,Edwards County
IL,17099,17047,0.3333333333333333,LaSalle County,Edwards County
IL,17001,17047,0.325,Adams County,Edwards County
IL,17029,17047,0.325,Coles County,Edwards County
IL,17049,17047,0.325,Effingham County,Edwards County
IL,17069,17047,0.325,Hardin County,Edwards County
IL,17077,17047,0.325,Jackson County,Edwards County
IL,17081,17047,0.325,Jefferson County,Edwards County
IL,17095,17047,0.325,Knox County,Edwards County
IL,17101,17047,0.325,Lawrence County,Edwards County
IL,17115,17047,0.325,Macon County,Edwards County
IL,17119,17047,0.325,Madison County,Edwards County
IL,17121,17047,0.325,Marion County,Edwards County
IL,17135,17047,0.325,Montgomery County,Edwards County
IL,17137,17047,0.325,Morgan County,Edwards County
IL,17145,17047,0.325,Perry County,Edwards County
IL,17159,17047,0.325,Richland County,Edwards County
IL,17165,17047,0.325,Saline County,Edwards County
IL,17167,17047,0.325,Sangamon County,Edwards County
IL,17169,17047,0.325,Schuyler County,Edwards County
IL,17181,17047,0.325,Union County,Edwards County
IL,17183,17047,0.325,Vermilion County,Edwards County
IL,17185,17047,0.325,Wabash County,Edwards County
IL,17193,17047,0.325,White County,Edwards County
IL,17199,17047,0.325,Williamson County,Edwards County
IL,17201,17047,0.325,Winnebago County,Edwards County
IL,17001,17127,0.31666666666666665,Adams County,Massac County
IL,17069,17127,0.31666666666666665,Hardin County,Massac County
IL,17077,17127,0.31666666666666665,Jackson County,Massac County
IL,17081,17127,0.31666666666666665,Jefferson County,Massac County
IL,17165,17127,0.31666666666666665,Saline County,Massac County
IL,17199,17127,0.31666666666666665,Williamson County,Massac County
IL,17001,17133,0.25,Adams County,Monroe County
IL,17001,17153,0.25,Adams County,Pulaski County
IL,17029,17127,0.25,Coles County,Massac County
IL,17029,17133,0.25,Coles County,Monroe County
IL,17029,17153,0.25,Coles County,Pulaski County
IL,17049,17127,0.25,Effingham County,Massac County
IL,17049,17133,0.25,Effingham County,Monroe County
IL,17049,17153,0.25,Effingham County,Pulaski County
IL,17069,17133,0.25,Hardin County,Monroe County
IL,17069,17153,0.25,Hardin County,Pulaski County
IL,17077,17133,0.25,Jackson County,Monroe County
IL,17077,17153,0.25,Jackson County,Pulaski County
IL,17081,17133,0.25,Jefferson County,Monroe County
IL,17081,17153,0.25,Jefferson County,Pulaski County
IL,17095,17127,0.25,Knox County,Massac County
IL,17095,17133,0.25,Knox County,Monroe County
IL,17095,17153,0.25,Knox County,Pulaski County
IL,17101,17127,0.25,Lawrence County,Massac County
IL,17101,17133,0.25,Lawrence County,Monroe County
IL,17101,17153,0.25,Lawrence County,Pulaski County
IL,17115,17127,0.25,Macon County,Massac County
IL,17115,17133,0.25,Macon County,Monroe County
IL,17115,17153,0.25,Macon County,Pulaski County
IL,17119,17127,0.25,Madison County,Massac County
IL,17119,17133,0.25,Madison County,Monroe County
IL,17119,17153,0.25,Madison County,Pulaski County
IL,17121,17127,0.25,Marion County,Massac County
IL,17121,17133,0.25,Marion County,Monroe County
IL,17121,17153,0.25,Marion County,Pulaski County
IL,17135,17127,0.25,Montgomery County,Massac County
IL,17135,17133,0.25,Montgomery County,Monroe County
IL,17135,17153,0.25,Montgomery County,Pulaski County
IL,17137,17127,0.25,Morgan County,Massac County
IL,17137,17133,0.25,Morgan County,Monroe County
IL,17137,17153,0.25,Morgan County,Pulaski County
IL,17145,17127,0.25,Perry County,Massac County
IL,17145,17133,0.25,Perry County,Monroe County
IL,17145,17153,0.25,Perry County,Pulaski County
IL,17159,17127,0.25,Richland County,Massac County
IL,17159,17133,0.25,Richland County,Monroe County
IL,17159,17153,0.25,Richland County,Pulaski County
IL,17165,17133,0.25,Saline County,Monroe County
IL,17165,17153,0.25,Saline County,Pulaski County
IL,17167,17127,0.25,Sangamon County,Massac County
IL,17167,17133,0.25,Sangamon County,Monroe County
IL,17167,17153,0.25,Sangamon County,Pulaski County
IL,17169,17127,0.25,Schuyler County,Massac County
IL,17169,17133,0.25,Schuyler County,Monroe County
IL,17169,17153,0.25,Schuyler County,Pulaski County
IL,17181,17127,0.25,Union County,Massac County
IL,17181,17133,0.25,Union County,Monroe County
IL,17181,17153,0.25,Union County,Pulaski County
IL,17183,17127,0.25,Vermilion County,Massac County
IL,17183,17133,0.25,Vermilion County,Monroe County
IL,17183,17153,0.25,Vermilion County,Pulaski County
IL,17185,17127,0.25,Wabash County,Massac County
IL,17185,17133,0.25,Wabash County,Monroe County
IL,17185,17153,0.25,Wabash County,Pulaski County
IL,17193,17127,0.25,White County,Massac County
IL,17193,17133,0.25,White County,Monroe County
IL,17193,17153,0.25,White County,Pulaski County
IL,17199,17133,0.25,Williamson County,Monroe County
IL,17199,17153,0.25,Williamson County,Pulaski County
IL,17201,17127,0.25,Winnebago County,Massac County
IL,17201,17133,0.25,Winnebago County,Monroe County
IL,17201,17153,0.25,Winnebago County,Pulaski County
IL,17021,17091,0.25,Christian County,Kankakee County
IL,17021,17099,0.25,Christian County,LaSalle County
IL,17023,17047,0.25,Clark County,Edwards County
IL,17023,17091,0.25,Clark County,Kankakee County
IL,17023,17099,0.25,Clark County,LaSalle County
IL,17055,17091,0.25,Franklin County,Kankakee County
IL,17055,17099,0.25,Franklin County,LaSalle County
IL,17083,17091,0.25,Jersey County,Kankakee County
IL,17083,17099,0.25,Jersey County,LaSalle County
IL,17025,17039,0.25,Clay County,De Witt County
IL,17025,17105,0.25,Clay County,Livingston County
IL,17025,17161,0.25,Clay County,Rock Island County
IL,17025,17163,0.25,Clay County,Saint Clair County
IL,17025,17177,0.25,Clay County,Stephenson County
IL,17045,17039,0.25,Edgar County,De Witt County
IL,17045,17105,0.25,Edgar County,Livingston County
IL,17045,17161,0.25,Edgar County,Rock Island County
IL,17045,17163,0.25,Edgar County,Saint Clair County
IL,17045,17177,0.25,Edgar County,Stephenson County
IL,17107,17039,0.25,Logan County,De Witt County
IL,17107,17105,0.25,Logan County,Livingston County
IL,17107,17161,0.25,Logan County,Rock Island County
IL,17107,17163,0.25,Logan County,Saint Clair County
IL,17107,17177,0.25,Logan County,Stephenson County
IL,17143,17039,0.25,Peoria County,De Witt County
IL,17143,17105,0.25,Peoria County,Livingston County
IL,17143,17161,0.25,Peoria County,Rock Island County
IL,17143,17163,0.25,Peoria County,Saint Clair County
IL,17143,17177,0.25,Peoria County,Stephenson County
IL,17179,17039,0.25,Tazewell County,De Witt County
IL,17179,17105,0.25,Tazewell County,Livingston County
IL,17179,17161,0.25,Tazewell County,Rock Island County
IL,17179,17163,0.25,Tazewell County,Saint Clair County
IL,17179,17177,0.25,Tazewell County,Stephenson County
IL,17191,17039,0.25,Wayne County,De Witt County
IL,17191,17105,0.25,Wayne County,Livingston County
IL,17191,17161,0.25,Wayne County,Rock Island County
IL,17191,17163,0.25,Wayne County,Saint Clair County
IL,17191,17177,0.25,Wayne County,Stephenson County
IL,17001,17091,0.2,Adams County,Kankakee County
IL,17001,17099,0.2,Adams County,LaSalle County
IL,17029,17091,0.2,Coles County,Kankakee County
IL,17029,17099,0.2,Coles County,LaSalle County
IL,17049,17091,0.2,Effingham County,Kankakee County
IL,17049,17099,0.2,Effingham County,LaSalle County
IL,17069,17091,0.2,Hardin County,Kankakee County
IL,17069,17099,0.2,Hardin County,LaSalle County
IL,17077,17091,0.2,Jackson County,Kankakee County
IL,17077,17099,0.2,Jackson County,LaSalle County
IL,17081,17091,0.2,Jefferson County,Kankakee County
IL,17081,17099,0.2,Jefferson County,LaSalle County
IL,17095,17091,0.2,Knox County,Kankakee County
IL,17095,17099,0.2,Knox County,LaSalle County
IL,17101,17091,0.2,Lawrence County,Kankakee County
IL,17101,17099,0.2,Lawrence County,LaSalle County
IL,17115,17091,0.2,Macon County,Kankakee County
IL,17115,17099,0.2,Macon County,LaSalle County
IL,17119,17091,0.2,Madison County,Kankakee County
IL,17119,17099,0.2,Madison County,LaSalle County
IL,17121,17091,0.2,Marion County,Kankakee County
IL,17121,17099,0.2,Marion County,LaSalle County
IL,17135,17091,0.2,Montgomery County,Kankakee County
IL,17135,17099,0.2,Montgomery County,LaSalle County
IL,17137,17091,0.2,Morgan County,Kankakee County
IL,17137,17099,0.2,Morgan County,LaSalle County
IL,17145,17091,0.2,Perry County,Kankakee County
IL,17145,17099,0.2,Perry County,LaSalle County
IL,17159,17091,0.2,Richland County,Kankakee County
IL,17159,17099,0.2,Richland County,LaSalle County
IL,17165,17091,0.2,Saline County,Kankakee County
IL,17165,17099,0.2,Saline County,LaSalle County
IL,17167,17091,0.2,Sangamon County,Kankakee County
IL,17167,17099,0.2,Sangamon County,LaSalle County
IL,17169,17091,0.2,Schuyler County,Kankakee County
IL,17169,17099,0.2,Schuyler County,LaSalle County
IL,17181,17091,0.2,Union County,Kankakee County
IL,17181,17099,0.2,Union County,LaSalle County
IL,17183,17091,0.2,Vermilion County,Kankakee County
IL,17183,17099,0.2,Vermilion County,LaSalle County
IL,17185,17091,0.2,Wabash County,Kankakee County
IL,17185,17099,0.2,Wabash County,LaSalle County
IL,17193,17091,0.2,White County,Kankakee County
IL,17193,17099,0.2,White County,LaSalle County
IL,17199,17091,0.2,Williamson County,Kankakee County
IL,17199,17099,0.2,Williamson County,LaSalle County
IL,17201,17091,0.2,Winnebago County,Kankakee County
IL,17201,17099,0.2,Winnebago County,LaSalle County
IL,17021,17039,0.2,Christian County,De Witt County
IL,17021,17105,0.2,Christian County,Livingston County
IL,17021,17161,0.2,Christian County,Rock Island County
IL,17021,17163,0.2,Christian County,Saint Clair County
IL,17021,17177,0.2,Christian County,Stephenson County
IL,17023,17039,0.2,Clark County,De Witt County
IL,17023,17105,0.2,Clark County,Livingston County
IL,17023,17161,0.2,Clark County,Rock Island County
IL,17023,17163,0.2,Clark County,Saint Clair County
IL,17023,17177,0.2,Clark County,Stephenson County
IL,17055,17039,0.2,Franklin County,De Witt County
IL,17055,17105,0.2,Franklin County,Livingston County
IL,17055,17161,0.2,Franklin County,Rock Island County
IL,17055,17163,0.2,Franklin County,Saint Clair County
IL,17055,17177,0.2,Franklin County,Stephenson County
IL,17083,17039,0.2,Jersey County,De Witt County
IL,17083,17105,0.2,Jersey County,Livingston County
IL,17083,17161,0.2,Jersey County,Rock Island County
IL,17083,17163,0.2,Jersey County,Saint Clair County
IL,17083,17177,0.2,Jersey County,Stephenson County
IL,17047,17063,0.2,Edwards County,Grundy County
IL,17099,17063,0.2,LaSalle County,Grundy County
IL,17001,17039,0.16666666666666666,Adams County,De Witt County
IL,17001,17105,0.16666666666666666,Adams County,Livingston County
IL,17001,17161,0.16666666666666666,Adams County,Rock Island County
IL,17001,17163,0.16666666666666666,Adams County,Saint Clair County
IL,17001,17177,0.16666666666666666,Adams County,Stephenson County
IL,17029,17039,0.16666666666666666,Coles County,De Witt County
IL,17029,17105,0.16666666666666666,Coles County,Livingston County
IL,17029,17161,0.16666666666666666,Coles County,Rock Island County
IL,17029,17163,0.16666666666666666,Coles County,Saint Clair County
IL,17029,17177,0.16666666666666666,Coles County,Stephenson County
IL,17049,17039,0.16666666666666666,Effingham County,De Witt County
IL,17049,17105,0.16666666666666666,Effingham County,Livingston County
IL,17049,17161,0.16666666666666666,Effingham County,Rock Island County
IL,17049,17163,0.16666666666666666,Effingham County,Saint Clair County
IL,17049,17177,0.16666666666666666,Effingham County,Stephenson County
IL,17069,17039,0.16666666666666666,Hardin County,De Witt County
IL,17069,17105,0.16666666666666666,Hardin County,Livingston County
IL,17069,17161,0.16666666666666666,Hardin County,Rock Island County
IL,17069,17163,0.16666666666666666,Hardin County,Saint Clair County
IL,17069,17177,0.16666666666666666,Hardin County,Stephenson County
IL,17077,17039,0.16666666666666666,Jackson County,De Witt County
IL,17077,17105,0.16666666666666666,Jackson County,Livingston County
IL,17077,17161,0.16666666666666666,Jackson County,Rock Island County
IL,17077,17163,0.16666666666666666,Jackson County,Saint Clair County
IL,17077,17177,0.16666666666666666,Jackson County,Stephenson County
IL,17081,17039,0.16666666666666666,Jefferson County,De Witt County
IL,17081,17105,0.16666666666666666,Jefferson County,Livingston County
IL,17081,17161,0.16666666666666666,Jefferson County,Rock Island County
IL,17081,17163,0.16666666666666666,Jefferson County,Saint Clair County
IL,17081,17177,0.16666666666666666,Jefferson County,Stephenson County
IL,17095,17039,0.16666666666666666,Knox County,De Witt County
IL,17095,17105,0.16666666666666666,Knox County,Livingston County
IL,17095,17161,0.16666666666666666,Knox County,Rock Island County
IL,17095,17163,0.16666666666666666,Knox County,Saint Clair County
IL,17095,17177,0.16666666666666666,Knox County,Stephenson County
IL,17101,17039,0.16666666666666666,Lawrence County,De Witt County
IL,17101,17105,0.16666666666666666,Lawrence County,Livingston County
IL,17101,17161,0.16666666666666666,Lawrence County,Rock Island County
IL,17101,17163,0.16666666666666666,Lawrence County,Saint Clair County
IL,17101,17177,0.16666666666666666,Lawrence County,Stephenson County
IL,17115,17039,0.16666666666666666,Macon County,De Witt County
IL,17115,17105,0.16666666666666666,Macon County,Livingston County
IL,17115,17161,0.16666666666666666,Macon County,Rock Island County
IL,17115,17163,0.16666666666666666,Macon County,Saint Clair County
IL,17115,17177,0.16666666666666666,Macon County,Stephenson County
IL,17119,17039,0.16666666666666666,Madison County,De Witt County
IL,17119,17105,0.16666666666666666,Madison County,Livingston County
IL,17119,17161,0.16666666666666666,Madison County,Rock Island County
IL,17119,17163,0.16666666666666666,Madison County,Saint Clair County
IL,17119,17177,0.16666666666666666,Madison County,Stephenson County
IL,17121,17039,0.16666666666666666,Marion County,De Witt County
IL,17121,17105,0.16666666666666666,Marion County,Livingston County
IL,17121,17161,0.16666666666666666,Marion County,Rock Island County
IL,17121,17163,0.16666666666666666,Marion County,Saint Clair County
IL,17121,17177,0.16666666666666666,Marion County,Stephenson County
IL,17135,17039,0.16666666666666666,Montgomery County,De Witt County
IL,17135,17105,0.16666666666666666,Montgomery County,Livingston County
IL,17135,17161,0.16666666666666666,Montgomery County,Rock Island County
IL,17135,17163,0.16666666666666666,Montgomery County,Saint Clair County
IL,17135,17177,0.16666666666666666,Montgomery County,Stephenson County
IL,17137,17039,0.16666666666666666,Morgan County,De Witt County
IL,17137,17105,0.16666666666666666,Morgan County,Livingston County
IL,17137,17161,0.16666666666666666,Morgan County,Rock Island County
IL,17137,17163,0.16666666666666666,Morgan County,Saint Clair County
IL,17137,17177,0.16666666666666666,Morgan County,Stephenson County
IL,17145,17039,0.16666666666666666,Perry County,De Witt County
IL,17145,17105,0.16666666666666666,Perry County,Livingston County
IL,17145,17161,0.16666666666666666,Perry County,Rock Island County
IL,17145,17163,0.16666666666666666,Perry County,Saint Clair County
IL,17145,17177,0.16666666666666666,Perry County,Stephenson County
IL,17159,17039,0.16666666666666666,Richland County,De Witt County
IL,17159,17105,0.16666666666666666,Richland County,Livingston County
IL,17159,17161,0.16666666666666666,Richland County,Rock Island County
IL,17159,17163,0.16666666666666666,Richland County,Saint Clair County
IL,17159,17177,0.16666666666666666,Richland County,Stephenson County
IL,17165,17039,0.16666666666666666,Saline County,De Witt County
IL,17165,17105,0.16666666666666666,Saline County,Livingston County
IL,17165,17161,0.16666666666666666,Saline County,Rock Island County
IL,17165,17163,0.16666666666666666,Saline County,Saint Clair County
IL,17165,17177,0.16666666666666666,Saline County,Stephenson County
IL,17167,17039,0.16666666666666666,Sangamon County,De Witt County
IL,17167,17105,0.16666666666666666,Sangamon County,Livingston County
IL,17167,17161,0.16666666666666666,Sangamon County,Rock Island County
IL,17167,17163,0.16666666666666666,Sangamon County,Saint Clair County
IL,17167,17177,0.16666666666666666,Sangamon County,Stephenson County
IL,17169,17039,0.16666666666666666,Schuyler County,De Witt County
IL,17169,17105,0.16666666666666666,Schuyler County,Livingston County
IL,17169,17161,0.16666666666666666,Schuyler County,Rock Island County
IL,17169,17163,0.16666666666666666,Schuyler County,Saint Clair County
IL,17169,17177,0.16666666666666666,Schuyler County,Stephenson County
IL,17181,17039,0.16666666666666666,Union County,De Witt County
IL,17181,17105,0.16666666666666666,Union County,Livingston County
IL,17181,17161,0.16666666666666666,Union County,Rock Island County
IL,17181,17163,0.16666666666666666,Union County,Saint Clair County
IL,17181,17177,0.16666666666666666,Union County,Stephenson County
IL,17183,17039,0.16666666666666666,Vermilion County,De Witt County
IL,17183,17105,0.16666666666666666,Vermilion County,Livingston County
IL,17183,17161,0.16666666666666666,Vermilion County,Rock Island County
IL,17183,17163,0.16666666666666666,Vermilion County,Saint Clair County
IL,17183,17177,0.16666666666666666,Vermilion County,Stephenson County
IL,17185,17039,0.16666666666666666,Wabash County,De Witt County
IL,17185,17105,0.16666666666666666,Wabash County,Livingston County
IL,17185,17161,0.16666666666666666,Wabash County,Rock Island County
IL,17185,17163,0.16666666666666666,Wabash County,Saint Clair County
IL,17185,17177,0.16666666666666666,Wabash County,Stephenson County
IL,17193,17039,0.16666666666666666,White County,De Witt County
IL,17193,17105,0.16666666666666666,White County,Livingston County
IL,17193,17161,0.16666666666666666,White County,Rock Island County
IL,17193,17163,0.16666666666666666,White County,Saint Clair County
IL,17193,17177,0.16666666666666666,White County,Stephenson County
IL,17199,17039,0.16666666666666666,Williamson County,De Witt County
IL,17199,17105,0.16666666666666666,Williamson County,Livingston County
IL,17199,17161,0.16666666666666666,Williamson County,Rock Island County
IL,17199,17163,0.16666666666666666,Williamson County,Saint Clair County
IL,17199,17177,0.16666666666666666,Williamson County,Stephenson County
IL,17201,17039,0.16666666666666666,Winnebago County,De Witt County
IL,17201,17105,0.16666666666666666,Winnebago County,Livingston County
IL,17201,17161,0.16666666666666666,Winnebago County,Rock Island County
IL,17201,17163,0.16666666666666666,Winnebago County,Saint Clair County
IL,17201,17177,0.16666666666666666,Winnebago County,Stephenson County
IL,17127,17063,0.16666666666666666,Massac County,Grundy County
IL,17045,17063,0.125,Edgar County,Grundy County
IL,17179,17063,0.125,Tazewell County,Grundy County
IL,17021,17063,0.1111111111111111,Christian County,Grundy County
IL,17055,17063,0.1111111111111111,Franklin County,Grundy County
IL,17083,17063,0.1111111111111111,Jersey County,Grundy County
IL,17127,17077,0.1111111111111111,Massac County,Jackson County
IL,17127,17143,0.1111111111111111,Massac County,Peoria County
IL,17127,17167,0.1111111111111111,Massac County,Sangamon County
IL,17001,17063,0.1,Adams County,Grundy County
IL,17029,17063,0.1,Coles County,Grundy County
IL,17069,17063,0.1,Hardin County,Grundy County
IL,17077,17063,0.1,Jackson County,Grundy County
IL,17081,17063,0.1,Jefferson County,Grundy County
IL,17095,17063,0.1,Knox County,Grundy County
IL,17101,17063,0.1,Lawrence County,Grundy County
IL,17115,17063,0.1,Macon County,Grundy County
IL,17119,17063,0.1,Madison County,Grundy County
IL,17121,17063,0.1,Marion County,Grundy County
IL,17135,17063,0.1,Montgomery County,Grundy County
IL,17137,17063,0.1,Morgan County,Grundy County
IL,17145,17063,0.1,Perry County,Grundy County
IL,17159,17063,0.1,Richland County,Grundy County
IL,17165,17063,0.1,Saline County,Grundy County
IL,17167,17063,0.1,Sangamon County,Grundy County
IL,17181,17063,0.1,Union County,Grundy County
IL,17183,17063,0.1,Vermilion County,Grundy County
IL,17185,17063,0.1,Wabash County,Grundy County
IL,17193,17063,0.1,White County,Grundy County
IL,17199,17063,0.1,Williamson County,Grundy County
IL,17201,17063,0.1,Winnebago County,Grundy County
IL,17055,17077,0.08333333333333333,Franklin County,Jackson County
IL,17055,17167,0.08333333333333333,Franklin County,Sangamon County
IL,17083,17077,0.08333333333333333,Jersey County,Jackson County
IL,17083,17167,0.08333333333333333,Jersey County,Sangamon County
IL,17001,17077,0.07692307692307693,Adams County,Jackson County
IL,17001,17167,0.07692307692307693,Adams County,Sangamon County
IL,17069,17077,0.07692307692307693,Hardin County,Jackson County
IL,17069,17167,0.07692307692307693,Hardin County,Sangamon County
IL,17081,17077,0.07692307692307693,Jefferson County,Jackson County
IL,17081,17167,0.07692307692307693,Jefferson County,Sangamon County
IL,17121,17077,0.07692307692307693,Marion County,Jackson County
IL,17121,17167,0.07692307692307693,Marion County,Sangamon County
IL,17135,17077,0.07692307692307693,Montgomery County,Jackson County
IL,17135,17167,0.07692307692307693,Montgomery County,Sangamon County
IL,17137,17077,0.07692307692307693,Morgan County,Jackson County
IL,17137,17167,0.07692307692307693,Morgan County,Sangamon County
IL,17165,17077,0.07692307692307693,Saline County,Jackson County
IL,17165,17167,0.07692307692307693,Saline County,Sangamon County
IL,17181,17077,0.07692307692307693,Union County,Jackson County
IL,17181,17167,0.07692307692307693,Union County,Sangamon County
IL,17199,17077,0.07692307692307693,Williamson County,Jackson County
IL,17199,17167,0.07692307692307693,Williamson County,Sangamon County
IL,17143,17127,0.07692307692307693,Peoria County,Massac County
IN,18005,18101,1.3333333333333333,Bartholomew County,Martin County
IN,18019,18101,1.3333333333333333,Clark County,Martin County
IN,18021,18101,1.3333333333333333,Clay County,Martin County
IN,18027,18101,1.3333333333333333,Daviess County,Martin County
IN,18029,18101,1.3333333333333333,Dearborn County,Martin County
IN,18035,18101,1.3333333333333333,Delaware County,Martin County
IN,18037,18101,1.3333333333333333,Dubois County,Martin County
IN,18041,18101,1.3333333333333333,Fayette County,Martin County
IN,18043,18101,1.3333333333333333,Floyd County,Martin County
IN,18045,18101,1.3333333333333333,Fountain County,Martin County
IN,18053,18101,1.3333333333333333,Grant County,Martin County
IN,18065,18101,1.3333333333333333,Henry County,Martin County
IN,18067,18101,1.3333333333333333,Howard County,Martin County
IN,18071,18101,1.3333333333333333,Jackson County,Martin County
IN,18073,18101,1.3333333333333333,Jasper County,Martin County
IN,18077,18101,1.3333333333333333,Jefferson County,Martin County
IN,18079,18101,1.3333333333333333,Jennings County,Martin County
IN,18083,18101,1.3333333333333333,Knox County,Martin County
IN,18093,18101,1.3333333333333333,Lawrence County,Martin County
IN,18095,18101,1.3333333333333333,Madison County,Martin County
IN,18107,18101,1.3333333333333333,Montgomery County,Martin County
IN,18109,18101,1.3333333333333333,Morgan County,Martin County
IN,18117,18101,1.3333333333333333,Orange County,Martin County
IN,18143,18101,1.3333333333333333,Scott County,Martin County
IN,18149,18101,1.3333333333333333,Starke County,Martin County
IN,18163,18101,1.3333333333333333,Vanderburgh County,Martin County
IN,18167,18101,1.3333333333333333,Vigo County,Martin County
IN,18177,18101,1.3333333333333333,Wayne County,Martin County
IN,18009,18075,1.3333333333333333,Blackford County,Jay County
IN,18101,18075,1.3333333333333333,Martin County,Jay County
IN,18123,18075,1.3333333333333333,Perry County,Jay County
IN,18165,18075,1.3333333333333333,Vermillion County,Jay County
IN,18049,18139,1.25,Fulton County,Rush County
IN,18075,18139,1.25,Jay County,Rush County
IN,18175,18139,1.25,Washington County,Rush County
IN,18183,18139,1.25,Whitley County,Rush County
IN,18091,18055,1.25,La Porte County,Greene County
IN,18137,18055,1.25,Ripley County,Greene County
IN,18139,18055,1.25,Rush County,Greene County
IN,18005,18031,1.1666666666666667,Bartholomew County,Decatur County
IN,18019,18031,1.1666666666666667,Clark County,Decatur County
IN,18021,18031,1.1666666666666667,Clay County,Decatur County
IN,18029,18031,1.1666666666666667,Dearborn County,Decatur County
