FIPS,COUNTY_NAME,STATE_ABBREV,influence_score,eigenvector_centrality
21205,Rowan County,KY,18.07063492063492,1.4661765410739008e-23
21133,Letcher County,KY,18.07063492063492,1.4661765410739008e-23
21153,Magoffin County,KY,18.07063492063492,1.4661765410739008e-23
21171,Monroe County,KY,18.07063492063492,1.4661765410739008e-23
21173,Montgomery County,KY,18.07063492063492,1.4661765410739008e-23
21033,Caldwell County,KY,18.07063492063492,1.4661765410739008e-23
48225,Houston County,TX,18.0,0.13358105001073628
48129,Donley County,TX,18.0,1.4661765410739008e-23
21049,Clark County,KY,17.96109943977591,1.6679820175109646e-10
21147,Mccreary County,KY,17.95952380952381,1.4661765410739008e-23
21055,Crittenden County,KY,17.82063492063492,2.218095934196947e-08
21197,Powell County,KY,17.82063492063492,2.218095934196947e-08
21127,Lawrence County,KY,17.70952380952381,1.4661765410739008e-23
21199,Pulaski County,KY,17.70952380952381,1.4661765410739008e-23
21019,Boyd County,KY,17.70952380952381,1.4661765410739008e-23
