CDC Archive
This page is archived for historical purposes and is no longer being updated.

This is archived content from the CDC website. The information here may be outdated and links may no longer function. Go to CDC Home for all other recent information.

View in CDC ArchiveGo to CDC Archive Home Page
Skip directly to site contentSkip directly to search
U.S. County Opioid Dispensing Rates, 2007
Print
Related Pages
< U.S. County Opioid Dispensing Rates, 2006

U.S. Opioid Dispensing Rate Maps

U.S. County Opioid Dispensing Rates, 2008 >

US County Dispensing Rates, 2007
About the Maps
For detailed information about these maps, including data sources, please visit the U.S. Opioid Dispensing Rate Maps page.

U.S. County Opioid Dispensing Rates, 2007
County	State	County FIPS Code	Opioid Dispensing Rate per 100
Gilliam, OR	OR	41021	–
Grant, OR	OR	41023	93.8
Harney, OR	OR	41025	117.6
Hood River, OR	OR	41027	99.6
Jackson, OR	OR	41029	121.9
Jefferson, OR	OR	41031	65.5
Josephine, OR	OR	41033	132.9
Klamath, OR	OR	41035	99.5
Lake, OR	OR	41037	113.6
Lane, OR	OR	41039	109.6
Lincoln, OR	OR	41041	134.1
Linn, OR	OR	41043	113.7
Malheur, OR	OR	41045	103.3
Marion, OR	OR	41047	75.7
Morrow, OR	OR	41049	20.5
Multnomah, OR	OR	41051	86.4
Polk, OR	OR	41053	56.8
Sherman, OR	OR	41055	–
Tillamook, OR	OR	41057	123.8
Umatilla, OR	OR	41059	93.7
Union, OR	OR	41061	82.9
Wallowa, OR	OR	41063	71.3
Wasco, OR	OR	41065	176.4
Washington, OR	OR	41067	76.4
Wheeler, OR	OR	41069	–
Yamhill, OR	OR	41071	98.7
Adams, PA	PA	42001	50.8
Allegheny, PA	PA	42003	83.7
Armstrong, PA	PA	42005	80.0
Beaver, PA	PA	42007	84.8
Bedford, PA	PA	42009	55.4
Berks, PA	PA	42011	55.2
Blair, PA	PA	42013	108.8
Bradford, PA	PA	42015	60.3
Bucks, PA	PA	42017	69.6
Butler, PA	PA	42019	74.5
Cambria, PA	PA	42021	103.5
Cameron, PA	PA	42023	84.2
Carbon, PA	PA	42025	69.8
Centre, PA	PA	42027	60.1
Chester, PA	PA	42029	52.7
Clarion, PA	PA	42031	72.4
Clearfield, PA	PA	42033	79.1
Clinton, PA	PA	42035	61.5
Columbia, PA	PA	42037	66.5
Crawford, PA	PA	42039	86.7
Cumberland, PA	PA	42041	73.8
Dauphin, PA	PA	42043	65.1
Delaware, PA	PA	42045	78.7
Elk, PA	PA	42047	85.1
Erie, PA	PA	42049	87.1
Fayette, PA	PA	42051	122.7
Forest, PA	PA	42053	29.2
Franklin, PA	PA	42055	63.8
Fulton, PA	PA	42057	4.6
Greene, PA	PA	42059	73.2
Huntingdon, PA	PA	42061	51.1
Indiana, PA	PA	42063	71.8
Jefferson, PA	PA	42065	79.4
Juniata, PA	PA	42067	56.6
Lackawanna, PA	PA	42069	116.2
Lancaster, PA	PA	42071	59.1
Lawrence, PA	PA	42073	113.1
Lebanon, PA	PA	42075	56.9
Lehigh, PA	PA	42077	48.3
Luzerne, PA	PA	42079	97.5
Lycoming, PA	PA	42081	77.0
McKean, PA	PA	42083	90.8
Mercer, PA	PA	42085	115.0
Mifflin, PA	PA	42087	84.6
Monroe, PA	PA	42089	85.8
Montgomery, PA	PA	42091	65.3
Montour, PA	PA	42093	72.1
Northampton, PA	PA	42095	71.0
Northumberland, PA	PA	42097	85.4
Perry, PA	PA	42099	54.2
Philadelphia, PA	PA	42101	73.2
Pike, PA	PA	42103	52.7
Potter, PA	PA	42105	82.3
Schuylkill, PA	PA	42107	74.3
Snyder, PA	PA	42109	59.6
Somerset, PA	PA	42111	53.3
Sullivan, PA	PA	42113	42.9
Susquehanna, PA	PA	42115	39.7
Tioga, PA	PA	42117	73.2
Union, PA	PA	42119	52.5
Venango, PA	PA	42121	81.4
Warren, PA	PA	42123	71.4
Washington, PA	PA	42125	81.3
Wayne, PA	PA	42127	77.2
Westmoreland, PA	PA	42129	77.3
Wyoming, PA	PA	42131	79.8
York, PA	PA	42133	62.6
Bristol, RI	RI	44001	55.9
Kent, RI	RI	44003	98.6
Newport, RI	RI	44005	74.7
Providence, RI	RI	44007	80.8
Washington, RI	RI	44009	82.9
Abbeville, SC	SC	45001	58.8
Aiken, SC	SC	45003	88.4
Allendale, SC	SC	45005	44.4
Anderson, SC	SC	45007	105.1
Bamberg, SC	SC	45009	85.4
Barnwell, SC	SC	45011	98.2
Beaufort, SC	SC	45013	68.9
Berkeley, SC	SC	45015	53.7
Calhoun, SC	SC	45017	25.3
Charleston, SC	SC	45019	82.2
Cherokee, SC	SC	45021	115.5
Chester, SC	SC	45023	60.0
Chesterfield, SC	SC	45025	92.3
Clarendon, SC	SC	45027	78.1
Colleton, SC	SC	45029	118.4
Darlington, SC	SC	45031	124.6
Dillon, SC	SC	45033	93.4
Dorchester, SC	SC	45035	93.2
Edgefield, SC	SC	45037	27.7
Fairfield, SC	SC	45039	78.7
Florence, SC	SC	45041	133.9
Georgetown, SC	SC	45043	99.8
Greenville, SC	SC	45045	113.6
Greenwood, SC	SC	45047	112.3
Hampton, SC	SC	45049	66.2
Horry, SC	SC	45051	115.1
Jasper, SC	SC	45053	62.6
Kershaw, SC	SC	45055	64.9
Lancaster, SC	SC	45057	95.3
Laurens, SC	SC	45059	67.0
Lee, SC	SC	45061	53.1
Lexington, SC	SC	45063	90.5
McCormick, SC	SC	45065	43.5
Marion, SC	SC	45067	91.4
Marlboro, SC	SC	45069	80.5
Newberry, SC	SC	45071	77.7
Oconee, SC	SC	45073	140.0
Orangeburg, SC	SC	45075	86.0
Pickens, SC	SC	45077	93.4
Richland, SC	SC	45079	66.8
Saluda, SC	SC	45081	57.2
Spartanburg, SC	SC	45083	118.6
Sumter, SC	SC	45085	68.3
Union, SC	SC	45087	132.7
Williamsburg, SC	SC	45089	82.4
York, SC	SC	45091	74.8
Aurora, SD	SD	46003	–
Beadle, SD	SD	46005	60.3
Bennett, SD	SD	46007	–
Bon Homme, SD	SD	46009	16.0
Brookings, SD	SD	46011	32.5
Brown, SD	SD	46013	53.5
Brule, SD	SD	46015	67.8
Buffalo, SD	SD	46017	–
Butte, SD	SD	46019	14.5
Campbell, SD	SD	46021	–
Charles Mix, SD	SD	46023	33.1
Clark, SD	SD	46025	–
Clay, SD	SD	46027	30.0
Codington, SD	SD	46029	75.4
Corson, SD	SD	46031	–
Custer, SD	SD	46033	55.1
Davison, SD	SD	46035	83.2
Day, SD	SD	46037	–
Deuel, SD	SD	46039	–
Dewey, SD	SD	46041	–
Douglas, SD	SD	46043	40.6
Edmunds, SD	SD	46045	54.3
Fall River, SD	SD	46047	51.4
Faulk, SD	SD	46049	61.8
Grant, SD	SD	46051	62.4
Gregory, SD	SD	46053	58.5
Haakon, SD	SD	46055	47.2
Hamlin, SD	SD	46057	–
Hand, SD	SD	46059	72.9
Hanson, SD	SD	46061	–
Harding, SD	SD	46063	–
Hughes, SD	SD	46065	82.6
Hutchinson, SD	SD	46067	76.1
Hyde, SD	SD	46069	–
Jackson, SD	SD	46071	–
Jerauld, SD	SD	46073	82.6
Jones, SD	SD	46075	–
Kingsbury, SD	SD	46077	54.2
Lake, SD	SD	46079	33.5
Lawrence, SD	SD	46081	77.6
Lincoln, SD	SD	46083	24.8
Lyman, SD	SD	46085	–
McCook, SD	SD	46087	34.5
McPherson, SD	SD	46089	39.1
Marshall, SD	SD	46091	58.9
Meade, SD	SD	46093	15.7
Mellette, SD	SD	46095	32.8
Miner, SD	SD	46097	31.2
Minnehaha, SD	SD	46099	58.0
Moody, SD	SD	46101	34.7
Pennington, SD	SD	46103	88.4
Perkins, SD	SD	46105	32.7
Potter, SD	SD	46107	132.5
Roberts, SD	SD	46109	23.1
Sanborn, SD	SD	46111	–
Shannon, SD	SD	46113	–
Spink, SD	SD	46115	–
Stanley, SD	SD	46117	–
Sully, SD	SD	46119	–
Todd, SD	SD	46121	–
Tripp, SD	SD	46123	71.0
Turner, SD	SD	46125	32.0
Union, SD	SD	46127	31.3
Walworth, SD	SD	46129	49.0
Yankton, SD	SD	46135	64.0
Ziebach, SD	SD	46137	–
Anderson, TN	TN	47001	197.1
Bedford, TN	TN	47003	99.2
Benton, TN	TN	47005	20.0
Bledsoe, TN	TN	47007	111.1
Blount, TN	TN	47009	126.0
Bradley, TN	TN	47011	142.7
Campbell, TN	TN	47013	242.7
Cannon, TN	TN	47015	125.8
Carroll, TN	TN	47017	208.8
Carter, TN	TN	47019	132.4
Cheatham, TN	TN	47021	91.7
Chester, TN	TN	47023	96.8
Claiborne, TN	TN	47025	183.9
Clay, TN	TN	47027	144.9
Cocke, TN	TN	47029	219.5
Coffee, TN	TN	47031	213.5
Crockett, TN	TN	47033	85.1
Cumberland, TN	TN	47035	170.4
Davidson, TN	TN	47037	106.9
Decatur, TN	TN	47039	170.6
DeKalb, TN	TN	47041	210.1
Dickson, TN	TN	47043	150.3
Dyer, TN	TN	47045	194.0
Fayette, TN	TN	47047	55.8
Fentress, TN	TN	47049	55.3
Franklin, TN	TN	47051	119.1
Gibson, TN	TN	47053	149.8
Giles, TN	TN	47055	70.0
Grainger, TN	TN	47057	93.4
Greene, TN	TN	47059	162.3
Grundy, TN	TN	47061	183.4
Hamblen, TN	TN	47063	289.3
Hamilton, TN	TN	47065	143.4
Hancock, TN	TN	47067	129.8
Hardeman, TN	TN	47069	78.0
Hardin, TN	TN	47071	178.1
Hawkins, TN	TN	47073	76.2
Haywood, TN	TN	47075	113.7
Henderson, TN	TN	47077	149.2
Henry, TN	TN	47079	254.7
Hickman, TN	TN	47081	25.1
Houston, TN	TN	47083	89.1
Humphreys, TN	TN	47085	108.8
Jackson, TN	TN	47087	36.5
Jefferson, TN	TN	47089	142.8
Johnson, TN	TN	47091	105.6
Knox, TN	TN	47093	173.9
Lake, TN	TN	47095	–
Lauderdale, TN	TN	47097	123.1
Lawrence, TN	TN	47099	154.4
Lewis, TN	TN	47101	176.9
Lincoln, TN	TN	47103	158.9
Loudon, TN	TN	47105	125.7
McMinn, TN	TN	47107	185.2
McNairy, TN	TN	47109	187.7
Macon, TN	TN	47111	134.3
Madison, TN	TN	47113	148.1
Marion, TN	TN	47115	134.5
Marshall, TN	TN	47117	154.9
Maury, TN	TN	47119	162.5
Meigs, TN	TN	47121	–
Monroe, TN	TN	47123	114.7
Montgomery, TN	TN	47125	86.0
Moore, TN	TN	47127	25.6
Morgan, TN	TN	47129	162.1
Obion, TN	TN	47131	120.2
Overton, TN	TN	47133	96.2
Perry, TN	TN	47135	–
Pickett, TN	TN	47137	146.2
Polk, TN	TN	47139	15.7
Putnam, TN	TN	47141	149.2
Rhea, TN	TN	47143	147.9
Roane, TN	TN	47145	154.5
Robertson, TN	TN	47147	142.2
Rutherford, TN	TN	47149	97.9
Scott, TN	TN	47151	99.9
Sequatchie, TN	TN	47153	183.4
Sevier, TN	TN	47155	142.7
Shelby, TN	TN	47157	85.1
Smith, TN	TN	47159	159.6
Stewart, TN	TN	47161	31.3
Sullivan, TN	TN	47163	260.0
Sumner, TN	TN	47165	101.8
Tipton, TN	TN	47167	79.1
Trousdale, TN	TN	47169	114.3
Unicoi, TN	TN	47171	237.3
Union, TN	TN	47173	127.7
Van Buren, TN	TN	47175	–
Warren, TN	TN	47177	174.7
Washington, TN	TN	47179	174.2
Wayne, TN	TN	47181	169.7
Weakley, TN	TN	47183	58.5
White, TN	TN	47185	133.0
Williamson, TN	TN	47187	66.7
Wilson, TN	TN	47189	89.2
Anderson, TX	TX	48001	100.1
Andrews, TX	TX	48003	64.3
Angelina, TX	TX	48005	105.4
Aransas, TX	TX	48007	93.0
Archer, TX	TX	48009	–
Armstrong, TX	TX	48011	4.3
Atascosa, TX	TX	48013	71.7
Austin, TX	TX	48015	42.1
Bailey, TX	TX	48017	63.7
Bandera, TX	TX	48019	25.9
Bastrop, TX	TX	48021	68.2
Baylor, TX	TX	48023	–
Bee, TX	TX	48025	58.4
Bell, TX	TX	48027	49.1
Bexar, TX	TX	48029	60.3
Blanco, TX	TX	48031	–
Borden, TX	TX	48033	–
Bosque, TX	TX	48035	58.8
Bowie, TX	TX	48037	177.6
Brazoria, TX	TX	48039	67.4
Brazos, TX	TX	48041	62.9
Brewster, TX	TX	48043	87.5
Briscoe, TX	TX	48045	–
Brooks, TX	TX	48047	66.2
Brown, TX	TX	48049	118.0
Burleson, TX	TX	48051	47.9
Burnet, TX	TX	48053	98.5
Caldwell, TX	TX	48055	41.1
Calhoun, TX	TX	48057	80.3
Callahan, TX	TX	48059	–
Cameron, TX	TX	48061	38.1
Camp, TX	TX	48063	105.4
Carson, TX	TX	48065	–
Cass, TX	TX	48067	22.3
Castro, TX	TX	48069	–
Chambers, TX	TX	48071	10.3
Cherokee, TX	TX	48073	60.3
Childress, TX	TX	48075	173.9
Clay, TX	TX	48077	–
Cochran, TX	TX	48079	–
Coke, TX	TX	48081	–
Coleman, TX	TX	48083	35.7
Collin, TX	TX	48085	65.0
Collingsworth, TX	TX	48087	–
Colorado, TX	TX	48089	38.4
Comal, TX	TX	48091	83.2
Comanche, TX	TX	48093	67.7
Concho, TX	TX	48095	–
Cooke, TX	TX	48097	107.5
Coryell, TX	TX	48099	45.0
Cottle, TX	TX	48101	–
Crane, TX	TX	48103	54.9
Crockett, TX	TX	48105	–
Crosby, TX	TX	48107	0.5
Culberson, TX	TX	48109	–
Dallam, TX	TX	48111	91.0
Dallas, TX	TX	48113	62.8
Dawson, TX	TX	48115	61.7
Deaf Smith, TX	TX	48117	52.6
Delta, TX	TX	48119	–
Denton, TX	TX	48121	71.2
DeWitt, TX	TX	48123	44.3
Dickens, TX	TX	48125	–
Dimmit, TX	TX	48127	93.3
Donley, TX	TX	48129	43.6
Duval, TX	TX	48131	8.0
Eastland, TX	TX	48133	111.1
Ector, TX	TX	48135	84.2
Edwards, TX	TX	48137	–
Ellis, TX	TX	48139	76.5
El Paso, TX	TX	48141	36.1
Erath, TX	TX	48143	94.2
Falls, TX	TX	48145	63.7
Fannin, TX	TX	48147	58.5
Fayette, TX	TX	48149	65.2
Fisher, TX	TX	48151	–
Floyd, TX	TX	48153	17.0
Foard, TX	TX	48155	48.4
Fort Bend, TX	TX	48157	47.4
Franklin, TX	TX	48159	70.8
Freestone, TX	TX	48161	50.4
Frio, TX	TX	48163	51.7
Gaines, TX	TX	48165	52.5
Galveston, TX	TX	48167	98.2
Garza, TX	TX	48169	–
Gillespie, TX	TX	48171	89.9
Glasscock, TX	TX	48173	–
Goliad, TX	TX	48175	35.5
Gonzales, TX	TX	48177	58.7
Gray, TX	TX	48179	94.8
Grayson, TX	TX	48181	126.4
Gregg, TX	TX	48183	198.8
Grimes, TX	TX	48185	27.6
Guadalupe, TX	TX	48187	52.2
Hale, TX	TX	48189	57.0
Hall, TX	TX	48191	–
Hamilton, TX	TX	48193	–
Hansford, TX	TX	48195	–
Hardeman, TX	TX	48197	100.1
Hardin, TX	TX	48199	96.4
Harris, TX	TX	48201	79.4
Harrison, TX	TX	48203	80.3
Hartley, TX	TX	48205	–
Haskell, TX	TX	48207	–
Hays, TX	TX	48209	52.9
Hemphill, TX	TX	48211	–
Henderson, TX	TX	48213	81.1
Hidalgo, TX	TX	48215	35.1
Hill, TX	TX	48217	92.5
Hockley, TX	TX	48219	73.8
Hood, TX	TX	48221	122.6
Hopkins, TX	TX	48223	112.7
Houston, TX	TX	48225	53.6
Howard, TX	TX	48227	79.2
Hudspeth, TX	TX	48229	–
Hunt, TX	TX	48231	99.3
Hutchinson, TX	TX	48233	78.1
Irion, TX	TX	48235	–
Jack, TX	TX	48237	–
Jackson, TX	TX	48239	69.7
Jasper, TX	TX	48241	87.6
Jeff Davis, TX	TX	48243	–
Jefferson, TX	TX	48245	126.2
Jim Hogg, TX	TX	48247	–
Jim Wells, TX	TX	48249	85.6
Johnson, TX	TX	48251	82.1
Jones, TX	TX	48253	25.3
Karnes, TX	TX	48255	51.2
Kaufman, TX	TX	48257	82.3
Kendall, TX	TX	48259	80.3
Kenedy, TX	TX	48261	–
Kent, TX	TX	48263	–
Kerr, TX	TX	48265	113.5
Kimble, TX	TX	48267	97.6
King, TX	TX	48269	–
Kinney, TX	TX	48271	–
Kleberg, TX	TX	48273	70.1
Knox, TX	TX	48275	–
Lamar, TX	TX	48277	160.2
Lamb, TX	TX	48279	54.8
Lampasas, TX	TX	48281	9.7
La Salle, TX	TX	48283	–
Lavaca, TX	TX	48285	94.5
Lee, TX	TX	48287	43.9
Leon, TX	TX	48289	30.2
Liberty, TX	TX	48291	110.6
Limestone, TX	TX	48293	120.3
Lipscomb, TX	TX	48295	–
Live Oak, TX	TX	48297	–
Llano, TX	TX	48299	93.6
Loving, TX	TX	48301	–
Lubbock, TX	TX	48303	87.7
Lynn, TX	TX	48305	30.4
McCulloch, TX	TX	48307	50.7
McLennan, TX	TX	48309	90.2
McMullen, TX	TX	48311	–
Madison, TX	TX	48313	86.8
Marion, TX	TX	48315	–
Martin, TX	TX	48317	–
Mason, TX	TX	48319	–
Matagorda, TX	TX	48321	70.0
Maverick, TX	TX	48323	29.2
Medina, TX	TX	48325	34.6
Menard, TX	TX	48327	–
Midland, TX	TX	48329	67.2
Milam, TX	TX	48331	62.0
Mills, TX	TX	48333	60.1
Mitchell, TX	TX	48335	–
Montague, TX	TX	48337	81.9
Montgomery, TX	TX	48339	87.0
Moore, TX	TX	48341	45.0
Morris, TX	TX	48343	95.9
Motley, TX	TX	48345	–
Nacogdoches, TX	TX	48347	94.8
Navarro, TX	TX	48349	83.3
Newton, TX	TX	48351	52.6
Nolan, TX	TX	48353	84.7
Nueces, TX	TX	48355	82.3
Ochiltree, TX	TX	48357	87.1
Oldham, TX	TX	48359	–
Orange, TX	TX	48361	161.1
Palo Pinto, TX	TX	48363	99.9
Panola, TX	TX	48365	83.7
Parker, TX	TX	48367	74.9
Parmer, TX	TX	48369	–
Pecos, TX	TX	48371	65.0
Polk, TX	TX	48373	81.3
Potter, TX	TX	48375	83.7
Presidio, TX	TX	48377	–
Rains, TX	TX	48379	63.1
Randall, TX	TX	48381	80.5
Reagan, TX	TX	48383	41.6
Real, TX	TX	48385	–
Red River, TX	TX	48387	35.3
Reeves, TX	TX	48389	68.5
Refugio, TX	TX	48391	–
Roberts, TX	TX	48393	–
Robertson, TX	TX	48395	47.5
Rockwall, TX	TX	48397	64.8
Runnels, TX	TX	48399	51.8
Rusk, TX	TX	48401	55.7
Sabine, TX	TX	48403	58.7
San Augustine, TX	TX	48405	109.2
San Jacinto, TX	TX	48407	10.7
San Patricio, TX	TX	48409	64.9
San Saba, TX	TX	48411	–
Schleicher, TX	TX	48413	–
Scurry, TX	TX	48415	83.2
Shackelford, TX	TX	48417	–
Shelby, TX	TX	48419	111.6
Sherman, TX	TX	48421	60.2
Smith, TX	TX	48423	104.4
Somervell, TX	TX	48425	132.1
Starr, TX	TX	48427	25.5
Stephens, TX	TX	48429	112.7
Sterling, TX	TX	48431	–
Stonewall, TX	TX	48433	–
Sutton, TX	TX	48435	–
Swisher, TX	TX	48437	–
Tarrant, TX	TX	48439	78.9
Taylor, TX	TX	48441	126.7
Terrell, TX	TX	48443	–
Terry, TX	TX	48445	48.5
Throckmorton, TX	TX	48447	–
Titus, TX	TX	48449	113.9
Tom Green, TX	TX	48451	96.6
Travis, TX	TX	48453	72.3
Trinity, TX	TX	48455	66.1
Tyler, TX	TX	48457	54.2
Upshur, TX	TX	48459	11.8
Upton, TX	TX	48461	–
Uvalde, TX	TX	48463	69.1
Val Verde, TX	TX	48465	38.1
Van Zandt, TX	TX	48467	81.1
Victoria, TX	TX	48469	110.6
Walker, TX	TX	48471	66.7
Waller, TX	TX	48473	25.4
Ward, TX	TX	48475	73.7
Washington, TX	TX	48477	63.8
Webb, TX	TX	48479	32.1
Wharton, TX	TX	48481	69.9
Wheeler, TX	TX	48483	129.5
Wichita, TX	TX	48485	125.3
Wilbarger, TX	TX	48487	195.0
Willacy, TX	TX	48489	6.8
Williamson, TX	TX	48491	75.1
Wilson, TX	TX	48493	39.7
Winkler, TX	TX	48495	90.0
Wise, TX	TX	48497	23.0
Wood, TX	TX	48499	131.1
Yoakum, TX	TX	48501	72.4
Young, TX	TX	48503	58.1
Zapata, TX	TX	48505	13.1
Zavala, TX	TX	48507	–
Beaver, UT	UT	49001	101.4
Box Elder, UT	UT	49003	79.8
Cache, UT	UT	49005	67.4
Carbon, UT	UT	49007	181.6
Daggett, UT	UT	49009	–
Davis, UT	UT	49011	87.5
Duchesne, UT	UT	49013	63.9
Emery, UT	UT	49015	131.6
Garfield, UT	UT	49017	79.1
Grand, UT	UT	49019	109.8
Iron, UT	UT	49021	89.3
Juab, UT	UT	49023	77.2
Kane, UT	UT	49025	143.8
Millard, UT	UT	49027	100.3
Morgan, UT	UT	49029	34.5
Piute, UT	UT	49031	–
Rich, UT	UT	49033	81.1
Salt Lake, UT	UT	49035	95.6
San Juan, UT	UT	49037	34.9
Sanpete, UT	UT	49039	95.6
Sevier, UT	UT	49041	120.7
Summit, UT	UT	49043	72.3
Tooele, UT	UT	49045	107.2
Uintah, UT	UT	49047	90.1
Utah, UT	UT	49049	77.9
Wasatch, UT	UT	49051	97.4
Washington, UT	UT	49053	93.4
Wayne, UT	UT	49055	–
Weber, UT	UT	49057	93.7
Accomack, VA	VA	51001	57.0
Albemarle, VA	VA	51003	78.3
Alleghany, VA	VA	51005	65.7
Amelia, VA	VA	51007	64.3
Amherst, VA	VA	51009	81.0
Appomattox, VA	VA	51011	99.0
Arlington, VA	VA	51013	29.1
Augusta, VA	VA	51015	35.9
Bath, VA	VA	51017	72.1
Bedford, VA	VA	51019	33.7
Bland, VA	VA	51021	108.0
Botetourt, VA	VA	51023	35.9
Brunswick, VA	VA	51025	25.7
Buchanan, VA	VA	51027	80.6
Buckingham, VA	VA	51029	–
Campbell, VA	VA	51031	42.7
Caroline, VA	VA	51033	22.4
Carroll, VA	VA	51035	57.9
Charles City, VA	VA	51036	–
Charlotte, VA	VA	51037	41.1
Chesterfield, VA	VA	51041	69.3
Clarke, VA	VA	51043	–
Craig, VA	VA	51045	–
Culpeper, VA	VA	51047	87.6
Cumberland, VA	VA	51049	21.7
Dickenson, VA	VA	51051	204.8
Dinwiddie, VA	VA	51053	8.4
Essex, VA	VA	51057	84.0
Fairfax, VA	VA	51059	36.1
Fauquier, VA	VA	51061	92.8
Floyd, VA	VA	51063	56.4
Fluvanna, VA	VA	51065	33.2
Franklin, VA	VA	51067	96.3
Frederick, VA	VA	51069	42.6
Giles, VA	VA	51071	164.4
Gloucester, VA	VA	51073	97.9
Goochland, VA	VA	51075	23.3
Grayson, VA	VA	51077	28.8
Greene, VA	VA	51079	–
Greensville, VA	VA	51081	–
Halifax, VA	VA	51083	60.3
Hanover, VA	VA	51085	78.7
Henrico, VA	VA	51087	77.3
Henry, VA	VA	51089	65.0
Highland, VA	VA	51091	–
Isle of Wight, VA	VA	51093	54.3
James City, VA	VA	51095	106.7
King and Queen, VA	VA	51097	–
King George, VA	VA	51099	31.0
King William, VA	VA	51101	43.2
Lancaster, VA	VA	51103	151.3
Lee, VA	VA	51105	139.7
Loudoun, VA	VA	51107	41.0
Louisa, VA	VA	51109	52.1
Lunenburg, VA	VA	51111	–
Madison, VA	VA	51113	–
Mathews, VA	VA	51115	–
Mecklenburg, VA	VA	51117	90.6
Middlesex, VA	VA	51119	–
Montgomery, VA	VA	51121	86.4
Nelson, VA	VA	51125	36.6
New Kent, VA	VA	51127	60.6
Northampton, VA	VA	51131	125.4
Northumberland, VA	VA	51133	33.3
Nottoway, VA	VA	51135	61.5
Orange, VA	VA	51137	81.4
Page, VA	VA	51139	74.1
Patrick, VA	VA	51141	99.6
Pittsylvania, VA	VA	51143	22.2
Powhatan, VA	VA	51145	47.8
Prince Edward, VA	VA	51147	104.9
Prince George, VA	VA	51149	–
Prince William, VA	VA	51153	40.9
Pulaski, VA	VA	51155	177.1
Rappahannock, VA	VA	51157	–
Richmond, VA	VA	51159	51.9
Roanoke, VA	VA	51161	90.4
Rockbridge, VA	VA	51163	–
Rockingham, VA	VA	51165	29.0
Russell, VA	VA	51167	183.0
Scott, VA	VA	51169	175.1
Shenandoah, VA	VA	51171	61.3
Smyth, VA	VA	51173	108.6
Southampton, VA	VA	51175	4.2
Spotsylvania, VA	VA	51177	69.4
Stafford, VA	VA	51179	61.3
Surry, VA	VA	51181	–
Sussex, VA	VA	51183	31.4
Tazewell, VA	VA	51185	195.5
Warren, VA	VA	51187	87.4
Washington, VA	VA	51191	155.8
Westmoreland, VA	VA	51193	51.9
Wise, VA	VA	51195	230.1
Wythe, VA	VA	51197	103.4
York, VA	VA	51199	44.2
Alexandria, VA	VA	51510	40.1
Bedford City, VA	VA	51515	–
Bristol, VA	VA	51520	260.6
Buena Vista, VA	VA	51530	85.2
Charlottesville, VA	VA	51540	83.1
Chesapeake, VA	VA	51550	83.2
Colonial Heights, VA	VA	51570	296.0
Covington, VA	VA	51580	250.1
Danville, VA	VA	51590	146.7
Emporia, VA	VA	51595	221.2
Fairfax City, VA	VA	51600	89.6
Falls Church, VA	VA	51610	91.4
Franklin City, VA	VA	51620	169.0
Fredericksburg, VA	VA	51630	224.0
Galax, VA	VA	51640	400.8
Hampton, VA	VA	51650	80.2
Harrisonburg, VA	VA	51660	133.8
Hopewell, VA	VA	51670	117.8
Lexington, VA	VA	51678	238.3
Lynchburg, VA	VA	51680	153.3
Manassas, VA	VA	51683	122.2
Manassas Park, VA	VA	51685	–
Martinsville, VA	VA	51690	438.4
Newport News, VA	VA	51700	70.1
Norfolk, VA	VA	51710	54.8
Norton, VA	VA	51720	257.6
Petersburg, VA	VA	51730	98.7
Poquoson, VA	VA	51735	95.4
Portsmouth, VA	VA	51740	93.1
Radford, VA	VA	51750	140.7
Richmond City, VA	VA	51760	61.2
Roanoke City, VA	VA	51770	132.2
Salem, VA	VA	51775	230.0
Staunton, VA	VA	51790	175.7
Suffolk, VA	VA	51800	65.1
Virginia Beach, VA	VA	51810	66.5
Waynesboro, VA	VA	51820	203.3
Williamsburg, VA	VA	51830	–
Winchester, VA	VA	51840	297.1
Addison, VT	VT	50001	25.9
Bennington, VT	VT	50003	89.5
Caledonia, VT	VT	50005	79.3
Chittenden, VT	VT	50007	48.2
Essex, VT	VT	50009	–
Franklin, VT	VT	50011	62.4
Grand Isle, VT	VT	50013	21.9
Lamoille, VT	VT	50015	36.7
Orange, VT	VT	50017	27.0
Orleans, VT	VT	50019	38.6
Rutland, VT	VT	50021	89.5
Washington, VT	VT	50023	50.8
Windham, VT	VT	50025	86.1
Windsor, VT	VT	50027	43.9
Adams, WA	WA	53001	29.9
Asotin, WA	WA	53003	117.7
Benton, WA	WA	53005	111.1
Chelan, WA	WA	53007	112.7
Clallam, WA	WA	53009	166.6
Clark, WA	WA	53011	73.2
Columbia, WA	WA	53013	105.3
Cowlitz, WA	WA	53015	101.8
Douglas, WA	WA	53017	67.4
Ferry, WA	WA	53019	62.2
Franklin, WA	WA	53021	75.2
Garfield, WA	WA	53023	–
Grant, WA	WA	53025	101.1
Grays Harbor, WA	WA	53027	122.0
Island, WA	WA	53029	33.7
Jefferson, WA	WA	53031	74.6
King, WA	WA	53033	71.3
Kitsap, WA	WA	53035	77.8
Kittitas, WA	WA	53037	70.3
Klickitat, WA	WA	53039	31.8
Lewis, WA	WA	53041	125.0
Lincoln, WA	WA	53043	83.2
Mason, WA	WA	53045	77.9
Okanogan, WA	WA	53047	99.8
Pacific, WA	WA	53049	92.4
Pend Oreille, WA	WA	53051	141.9
Pierce, WA	WA	53053	86.2
San Juan, WA	WA	53055	14.0
Skagit, WA	WA	53057	107.8
Skamania, WA	WA	53059	60.1
Snohomish, WA	WA	53061	97.9
Spokane, WA	WA	53063	104.0
Stevens, WA	WA	53065	85.7
Thurston, WA	WA	53067	77.9
